duration_ms,track_genre,popularity,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,time_signature
0.40215419042207223,ambient,0.5617977528089888,False,0.554,0.0782,0.4444444444444444,0.04,0.957,0.944,0.107,0.0922,0.6666666666666666,0,0.8
0.4883329205943481,ambient,0.5730337078651685,False,0.271,0.0101,0.3333333333333333,0.0548,0.994,0.895,0.0923,0.0743,0.5555555555555556,1,0.8
0.400543111076054,ambient,0.5955056179775281,False,0.535,0.147,0.4444444444444444,0.0382,0.867,0.797,0.0825,0.238,0.5555555555555556,1,0.8
0.5081474290170171,ambient,0.6404494382022472,False,0.602,0.371,0.7777777777777777,0.0322,0.23,0.0,0.0887,0.211,0.5555555555555556,0,0.8
0.32232886875973454,ambient,0.6067415730337078,False,0.357,0.0878,0.6666666666666666,0.0392,0.967,0.98,0.102,0.654,0.3333333333333333,1,0.6000000000000001
0.45952912006734037,ambient,0.0,False,0.347,0.232,0.5555555555555556,0.055,0.984,0.916,0.105,0.0373,0.5555555555555556,1,0.8
0.4354714844766301,ambient,0.0,False,0.128,0.289,0.6666666666666666,0.0331,0.322,0.000707,0.197,0.0745,0.3333333333333333,1,0.6000000000000001
0.46179668881091773,ambient,0.5280898876404494,False,0.5,0.469,0.7777777777777777,0.0275,0.931,0.474,0.0637,0.187,0.4444444444444444,1,0.8
0.49142925471580146,ambient,0.8089887640449438,False,0.307,0.371,0.7777777777777777,0.0288,0.923,0.0253,0.11,0.189,0.5555555555555556,1,0.6000000000000001
0.5127560542915157,ambient,0.5393258426966292,False,0.181,0.245,0.6666666666666666,0.0389,0.779,0.899,0.0681,0.0366,0.5555555555555556,1,0.8
0.445027387500458,ambient,0.6741573033707865,False,0.348,0.00533,0.2222222222222222,0.0415,0.986,0.898,0.108,0.216,0.4444444444444444,0,0.8
0.45482232510406906,ambient,0.550561797752809,False,0.0998,0.0019,0.2222222222222222,0.0434,0.972,0.753,0.113,0.178,0.3333333333333333,1,0.8
